606|130826552|202403|11
101055571|1|02|B0100226562||20240317||11917.88||11917.88|2145.22||||2145.22||||||||03
130316848|1|02|B0100045970||20240304||42479.47||42479.47|7646.3||||7646.3||||||||03
131280447|1|02|B0100001948||20240315||41000||41000|4860||||4860||||||||03
101765976|1|02|B0100817375||20240315||22949.9||22949.9|4130.98||||4130.98||||||||03
101019921|1|02|B0116462913||20240312||2663.57||2663.57|368.54||||368.54||||||||03
101801875|1|02|B0105871718||20240312||4945||4945|262.37||||262.37||||||||03
101801875|1|02|B0105504582||20240307||5540||5540|845.09||||845.09||||||||03
130472777|1|02|B0100043510||20240307||8793.4||8793.4|1438.92||||1438.92||||||||03
131369529|1|02|E310000220009||20240307||19546.6||19546.6|3518.4||||3518.4||||||||03
130325553|1|02|B0100062217||20240309||1483.05||1483.05|266.95||||266.95||||||||03
130325553|1|02|B0100062611||20240322||661.02||661.02|118.98||||118.98||||||||03
